SERIE_INITIAL_DATA: 2010 1 01 0 0 0
TIME_UNITS: SECONDS     
seconds YY MM DD Kc  
<BeginTimeSerie>      
70070400 2012 3 22 0.658257834123631
70156800 2012 3 23 0.658257834123631
70243200 2012 3 24 0.658257834123631
70329600 2012 3 25 0.658257834123631
70416000 2012 3 26 0.658257834123631
70502400 2012 3 27 0.658257834123631
70588800 2012 3 28 0.658257834123631
70675200 2012 3 29 0.658257834123631
70761600 2012 3 30 0.658257834123631
70848000 2012 3 31 0.658257834123631
70934400 2012 4 1 0.658257834123631
71020800 2012 4 2 0.658257834123631
71107200 2012 4 3 0.658257834123631
71193600 2012 4 4 0.658257834123631
71280000 2012 4 5 0.658257834123631
71366400 2012 4 6 0.658257834123631
71452800 2012 4 7 0.658257834123631
71539200 2012 4 8 0.658257834123631
71625600 2012 4 9 0.658257834123631
71712000 2012 4 10 0.658257834123631
71798400 2012 4 11 0.658257834123631
71884800 2012 4 12 0.658257834123631
71971200 2012 4 13 0.658257834123631
72057600 2012 4 14 0.658257834123631
72144000 2012 4 15 0.658257834123631
72230400 2012 4 16 0.658257834123631
72316800 2012 4 17 0.658257834123631
72403200 2012 4 18 0.658257834123631
72489600 2012 4 19 0.658257834123631
72576000 2012 4 20 0.658257834123631
72662400 2012 4 21 0.658257834123631
72748800 2012 4 22 0.658257834123631
72835200 2012 4 23 0.658257834123631
72921600 2012 4 24 0.658257834123631
73008000 2012 4 25 0.658257834123631
73094400 2012 4 26 0.658257834123631
73180800 2012 4 27 0.658257834123631
73267200 2012 4 28 0.658257834123631
73353600 2012 4 29 0.658257834123631
73440000 2012 4 30 0.658257834123631
73526400 2012 5 1 0.658257834123631
73612800 2012 5 2 0.658257834123631
73699200 2012 5 3 0.658257834123631
73785600 2012 5 4 0.658257834123631
73872000 2012 5 5 0.658257834123631
73958400 2012 5 6 0.658257834123631
74044800 2012 5 7 0.658257834123631
74131200 2012 5 8 0.658257834123631
74217600 2012 5 9 0.658257834123631
74304000 2012 5 10 0.658257834123631
74390400 2012 5 11 0.658257834123631
74476800 2012 5 12 0.658257834123631
74563200 2012 5 13 0.658257834123631
74649600 2012 5 14 0.658257834123631
74736000 2012 5 15 0.658257834123631
74822400 2012 5 16 0.658257834123631
74908800 2012 5 17 0.658257834123631
74995200 2012 5 18 0.658257834123631
75081600 2012 5 19 0.658257834123631
75168000 2012 5 20 0.658257834123631
75254400 2012 5 21 0.658257834123631
75340800 2012 5 22 0.658257834123631
75427200 2012 5 23 0.658257834123631
75513600 2012 5 24 0.658257834123631
75600000 2012 5 25 0.658257834123631
75686400 2012 5 26 0.658257834123631
75772800 2012 5 27 0.658257834123631
75859200 2012 5 28 0.658257834123631
75945600 2012 5 29 0.658257834123631
76032000 2012 5 30 0.658257834123631
76118400 2012 5 31 0.658257834123631
76204800 2012 6 1 0.658257834123631
76291200 2012 6 2 0.658257834123631
76377600 2012 6 3 0.658257834123631
76464000 2012 6 4 0.658257834123631
76550400 2012 6 5 0.658257834123631
76636800 2012 6 6 0.658257834123631
76723200 2012 6 7 0.658257834123631
76809600 2012 6 8 0.658257834123631
76896000 2012 6 9 0.658257834123631
76982400 2012 6 10 0.658257834123631
77068800 2012 6 11 0.658257834123631
77155200 2012 6 12 0.658257834123631
77241600 2012 6 13 0.658257834123631
77328000 2012 6 14 0.658257834123631
77414400 2012 6 15 0.658257834123631
77500800 2012 6 16 0.4
77587200 2012 6 17 0.4
77673600 2012 6 18 0.4
77760000 2012 6 19 0.4
77846400 2012 6 20 0.4
77932800 2012 6 21 0.4
78019200 2012 6 22 0.4
78105600 2012 6 23 0.4
78192000 2012 6 24 0.4
78278400 2012 6 25 0.4
78364800 2012 6 26 0.4
78451200 2012 6 27 0.4
78537600 2012 6 28 0.4
78624000 2012 6 29 0.4
78710400 2012 6 30 0.4
78796800 2012 7 1 0.4
78883200 2012 7 2 0.4
78969600 2012 7 3 0.4
79056000 2012 7 4 0.4
<EndTimeSerie>      
